age,gender,height_cm,current_weight,goal_weight,goal_type,activity_level,weeks_to_goal
28,Male,186,83.4,96.7,General Fitness,Active,37.1
47,Female,169,91.1,71.7,Weight Loss,Very Active,48.0
53,Female,169,54.3,40.4,Weight Loss,Sedentary,42.2
40,Male,172,71.2,79.1,Muscle Gain,Active,77.8
39,Female,167,64.8,66.1,General Fitness,Sedentary,4.6
42,Female,161,64.2,71.8,Muscle Gain,Sedentary,88.3
38,Male,158,104.4,99.0,Weight Loss,Very Active,13.4
31,Male,160,89.1,79.2,Weight Loss,Sedentary,30.0
33,Male,190,85.6,78.7,General Fitness,Moderate,24.3
53,Male,159,59.4,53.7,Weight Loss,Moderate,20.2
64,Male,184,91.0,84.8,General Fitness,Sedentary,24.8
30,Male,155,76.2,79.6,General Fitness,Moderate,10.3
40,Male,163,65.9,58.3,General Fitness,Sedentary,30.2
51,Male,172,85.1,77.7,General Fitness,Active,30.7
19,Male,179,63.8,53.0,Weight Loss,Sedentary,26.2
50,Female,179,84.9,98.3,General Fitness,Very Active,49.9
63,Female,161,73.8,80.5,General Fitness,Very Active,31.7
19,Male,193,119.7,94.0,Weight Loss,Moderate,60.9
39,Male,179,74.5,75.8,General Fitness,Very Active,5.5
42,Male,195,103.8,88.7,Weight Loss,Moderate,43.8
40,Male,170,64.3,77.9,General Fitness,Active,53.4
44,Female,174,65.4,71.9,Muscle Gain,Very Active,66.8
37,Female,177,75.3,71.2,Weight Loss,Active,9.8
36,Female,157,62.1,45.4,Weight Loss,Active,40.1
62,Male,190,72.5,68.8,Weight Loss,Moderate,12.1
16,Male,183,81.2,93.4,General Fitness,Active,40.0
33,Female,168,47.8,39.6,General Fitness,Active,27.9
36,Male,183,102.5,82.3,Weight Loss,Very Active,44.5
20,Male,194,80.0,66.4,Weight Loss,Moderate,28.5
15,Male,163,67.6,49.2,Weight Loss,Active,36.7
50,Female,161,99.5,90.8,Weight Loss,Very Active,27.4
31,Male,185,106.2,97.3,Weight Loss,Sedentary,27.3
22,Male,160,98.5,110.9,General Fitness,Very Active,40.3
48,Female,154,81.7,94.4,General Fitness,Active,50.2
42,Male,185,72.7,44.3,Weight Loss,Sedentary,92.6
18,Female,164,89.1,96.5,Muscle Gain,Very Active,58.0
69,Male,169,112.2,107.7,General Fitness,Moderate,22.1
41,Male,180,82.3,76.7,General Fitness,Active,22.3
57,Male,159,105.4,77.4,Weight Loss,Very Active,81.8
40,Female,172,91.7,99.6,Muscle Gain,Moderate,85.5
65,Male,155,64.8,50.2,Weight Loss,Sedentary,51.5
18,Male,155,85.6,87.1,General Fitness,Moderate,4.5
57,Female,150,47.2,60.7,General Fitness,Active,57.0
23,Male,159,85.1,72.2,General Fitness,Active,38.1
66,Male,183,78.3,86.4,General Fitness,Very Active,36.3
65,Female,164,81.6,88.2,Muscle Gain,Moderate,80.2
23,Male,164,102.0,91.4,Weight Loss,Very Active,23.3
52,Female,160,84.5,77.4,General Fitness,Active,29.3
45,Female,147,65.0,71.5,General Fitness,Moderate,24.7
68,Male,171,80.3,55.4,Weight Loss,Sedentary,103.0
65,Female,165,69.7,82.1,General Fitness,Very Active,47.6
15,Female,155,97.5,104.3,General Fitness,Moderate,19.5
23,Female,160,73.2,56.8,Weight Loss,Sedentary,44.0
41,Female,147,87.4,67.3,Weight Loss,Moderate,54.2
36,Female,145,50.8,39.0,General Fitness,Active,42.2
58,Male,187,72.8,59.3,Weight Loss,Active,42.5
36,Female,146,67.4,47.5,Weight Loss,Active,48.5
15,Female,178,57.6,64.4,Muscle Gain,Active,55.6
15,Female,172,47.6,42.5,Weight Loss,Very Active,10.1
16,Female,177,92.8,104.1,General Fitness,Very Active,38.5
49,Male,190,73.7,78.7,Muscle Gain,Moderate,57.1
26,Male,189,97.6,100.8,Muscle Gain,Active,26.9
56,Female,160,97.1,93.5,Weight Loss,Active,10.1
25,Male,173,98.7,105.5,General Fitness,Active,23.6
38,Male,161,104.7,99.7,General Fitness,Moderate,20.1
69,Male,155,117.0,112.2,Weight Loss,Sedentary,20.1
63,Female,173,63.6,47.1,Weight Loss,Sedentary,54.4
45,Female,162,88.2,82.2,General Fitness,Sedentary,21.7
66,Female,157,75.0,65.2,Weight Loss,Very Active,25.8
19,Male,165,64.5,61.3,General Fitness,Sedentary,10.0
16,Female,166,91.9,104.0,General Fitness,Active,38.8
28,Male,165,67.4,57.5,General Fitness,Very Active,36.5
50,Male,184,80.2,70.2,General Fitness,Very Active,39.8
27,Male,155,92.1,88.6,Weight Loss,Very Active,7.6
41,Female,145,98.3,85.2,General Fitness,Active,49.9
52,Male,163,85.8,67.9,Weight Loss,Sedentary,55.9
65,Female,165,58.5,41.0,Weight Loss,Sedentary,74.1
69,Female,151,48.0,56.1,Muscle Gain,Sedentary,87.5
67,Male,179,120.0,124.9,General Fitness,Active,22.1
19,Male,186,75.0,69.8,General Fitness,Active,19.2
21,Male,171,104.9,113.3,Muscle Gain,Sedentary,73.4
52,Male,160,70.0,59.5,Weight Loss,Moderate,34.1
50,Male,174,61.5,54.8,General Fitness,Active,26.4
57,Female,166,59.8,63.7,Muscle Gain,Sedentary,49.8
31,Female,155,77.5,68.6,General Fitness,Sedentary,25.6
26,Male,191,100.5,105.3,Muscle Gain,Moderate,49.8
37,Male,163,81.3,90.6,General Fitness,Active,35.6
60,Female,171,59.0,39.7,Weight Loss,Sedentary,59.3
52,Male,167,103.5,81.8,Weight Loss,Very Active,60.2
57,Male,170,63.6,62.0,General Fitness,Sedentary,7.8
58,Male,180,63.6,59.5,General Fitness,Sedentary,15.4
60,Male,162,108.9,107.7,General Fitness,Moderate,5.2
24,Female,154,84.8,60.6,Weight Loss,Very Active,50.0
28,Male,179,78.0,64.8,General Fitness,Moderate,45.1
42,Female,148,58.9,69.3,Muscle Gain,Active,102.7
62,Male,184,89.1,80.6,Weight Loss,Sedentary,31.5
52,Female,174,64.1,74.1,General Fitness,Sedentary,39.9
68,Male,185,117.6,122.4,General Fitness,Active,22.7
16,Male,170,96.9,106.4,Muscle Gain,Moderate,72.5
61,Male,178,88.9,67.3,Weight Loss,Active,56.5
62,Female,170,46.1,37.2,General Fitness,Active,39.9
48,Male,155,64.7,66.0,General Fitness,Very Active,5.3
27,Female,156,51.0,39.7,Weight Loss,Very Active,24.6
45,Female,157,94.0,82.2,Weight Loss,Very Active,27.1
59,Female,149,50.7,37.2,General Fitness,Sedentary,61.3
44,Female,171,74.4,51.5,Weight Loss,Moderate,69.9
60,Male,163,69.3,73.3,General Fitness,Very Active,16.4
15,Male,192,81.6,51.8,Weight Loss,Active,61.6
36,Female,160,78.6,73.1,Weight Loss,Sedentary,15.9
17,Female,175,82.9,74.3,General Fitness,Moderate,26.7
59,Female,167,96.4,73.1,Weight Loss,Very Active,76.2
55,Male,191,56.4,46.0,Weight Loss,Sedentary,34.8
62,Male,157,102.6,94.3,Weight Loss,Moderate,28.7
33,Male,184,59.0,43.9,Weight Loss,Moderate,41.9
61,Male,168,78.8,55.4,Weight Loss,Sedentary,87.8
24,Female,149,90.8,94.0,General Fitness,Very Active,10.4
17,Male,189,66.4,40.6,Weight Loss,Active,50.4
63,Female,155,56.6,49.4,Weight Loss,Sedentary,28.5
68,Female,179,81.3,88.0,Muscle Gain,Moderate,78.6
54,Female,173,60.4,67.8,Muscle Gain,Moderate,71.1
27,Male,180,74.2,86.0,General Fitness,Sedentary,43.2
65,Male,163,113.6,109.4,General Fitness,Sedentary,17.5
47,Male,193,90.3,85.3,Weight Loss,Sedentary,13.6
31,Male,171,76.6,81.9,Muscle Gain,Sedentary,54.6
46,Male,168,64.1,39.8,Weight Loss,Very Active,56.4
54,Male,183,59.6,48.5,General Fitness,Moderate,48.2
58,Female,162,99.6,108.3,Muscle Gain,Moderate,100.9
64,Male,156,111.1,88.6,Weight Loss,Sedentary,75.0
63,Male,195,93.1,97.5,Muscle Gain,Moderate,50.9
43,Male,189,97.1,101.1,Muscle Gain,Sedentary,44.2
37,Male,175,79.6,82.2,General Fitness,Moderate,9.6
35,Female,169,70.8,78.9,General Fitness,Sedentary,25.5
15,Male,171,112.6,99.4,Weight Loss,Sedentary,37.7
61,Female,178,60.1,53.1,Weight Loss,Active,20.0
30,Female,171,53.2,48.4,General Fitness,Sedentary,15.4
50,Female,147,79.4,77.7,General Fitness,Sedentary,6.7
54,Male,177,106.1,109.4,Muscle Gain,Very Active,40.0
18,Male,172,107.1,79.0,Weight Loss,Sedentary,72.2
50,Female,178,85.6,93.0,Muscle Gain,Sedentary,91.2
50,Female,175,72.4,58.4,General Fitness,Moderate,49.5
48,Female,149,67.0,62.6,General Fitness,Moderate,17.3
54,Male,173,102.2,110.5,General Fitness,Very Active,30.7
63,Female,168,86.7,60.3,Weight Loss,Active,60.0
65,Male,169,101.9,88.9,Weight Loss,Very Active,38.4
38,Male,170,91.1,74.6,Weight Loss,Sedentary,55.0
17,Male,173,99.6,101.4,General Fitness,Active,5.9
28,Male,177,67.6,50.4,Weight Loss,Moderate,53.1
40,Female,159,89.4,77.1,General Fitness,Sedentary,39.4
48,Male,184,101.9,89.9,General Fitness,Very Active,48.6
55,Male,167,87.0,80.4,Weight Loss,Sedentary,21.6
41,Female,147,84.8,56.0,Weight Loss,Sedentary,88.8
28,Male,156,119.8,116.0,Weight Loss,Moderate,10.3
36,Male,185,96.4,80.0,Weight Loss,Very Active,39.4
61,Female,171,95.4,82.0,General Fitness,Sedentary,52.5
21,Male,189,74.0,78.2,General Fitness,Active,14.3
19,Male,170,84.3,72.2,Weight Loss,Moderate,28.8
31,Female,147,83.2,57.1,Weight Loss,Sedentary,79.2
62,Female,147,90.6,70.6,Weight Loss,Very Active,59.1
40,Female,172,68.9,44.6,Weight Loss,Very Active,51.6
22,Male,163,82.7,69.8,General Fitness,Sedentary,39.7
38,Male,179,80.9,61.5,Weight Loss,Moderate,64.5
64,Male,168,71.5,59.3,Weight Loss,Moderate,42.4
22,Female,160,61.7,70.5,General Fitness,Sedentary,28.1
57,Male,178,84.3,62.6,Weight Loss,Sedentary,85.4
51,Male,192,101.0,113.2,General Fitness,Active,53.0
31,Male,192,107.5,93.6,Weight Loss,Very Active,32.3
70,Female,163,90.7,100.7,General Fitness,Very Active,42.4
24,Male,189,105.9,96.8,General Fitness,Active,28.1
21,Male,166,109.5,84.7,Weight Loss,Moderate,68.2
56,Female,173,54.6,61.3,Muscle Gain,Sedentary,67.4
35,Male,193,114.0,103.9,General Fitness,Moderate,39.4
37,Male,181,112.7,117.7,Muscle Gain,Sedentary,46.2
36,Male,156,90.7,77.8,General Fitness,Very Active,45.3
49,Female,154,68.9,73.6,General Fitness,Active,19.0
55,Female,149,95.8,102.5,Muscle Gain,Very Active,88.3
63,Female,152,58.9,62.6,General Fitness,Active,16.9
30,Female,164,91.7,86.9,General Fitness,Moderate,16.4
39,Female,149,99.9,102.5,General Fitness,Very Active,10.0
57,Male,167,107.9,95.9,Weight Loss,Sedentary,44.4
39,Male,188,58.6,38.1,Weight Loss,Sedentary,61.1
70,Male,192,116.7,106.7,General Fitness,Moderate,46.2
29,Male,195,73.2,74.4,General Fitness,Active,4.3
63,Male,181,98.6,107.9,General Fitness,Very Active,41.8
62,Male,186,102.1,114.7,General Fitness,Sedentary,58.1
27,Female,157,70.0,64.6,Weight Loss,Moderate,14.3
49,Female,150,70.5,62.0,Weight Loss,Very Active,20.3
20,Male,193,65.6,59.3,General Fitness,Sedentary,20.9
23,Female,174,72.3,53.8,Weight Loss,Active,42.5
52,Female,148,84.9,90.8,Muscle Gain,Active,74.6
70,Female,170,61.2,57.0,Weight Loss,Moderate,15.7
33,Male,158,70.4,76.9,Muscle Gain,Active,66.8
45,Female,179,51.0,44.2,Weight Loss,Very Active,15.8
57,Female,177,54.4,50.8,General Fitness,Very Active,14.6
46,Male,192,89.9,86.3,General Fitness,Sedentary,14.8
25,Female,179,63.7,76.3,General Fitness,Very Active,44.9
70,Male,189,70.8,75.8,Muscle Gain,Moderate,60.9
41,Male,156,77.0,86.0,General Fitness,Active,33.6
40,Female,178,87.9,93.4,Muscle Gain,Moderate,54.9
55,Male,177,76.3,69.0,Weight Loss,Moderate,26.0
15,Female,166,74.6,67.3,General Fitness,Active,23.3
35,Male,191,80.9,65.6,Weight Loss,Moderate,45.5
30,Male,182,95.5,86.9,General Fitness,Active,28.2
61,Male,193,101.6,106.1,General Fitness,Very Active,20.0
20,Male,177,115.0,119.3,General Fitness,Very Active,11.4
32,Male,179,105.7,91.2,General Fitness,Very Active,49.1
60,Female,154,91.0,88.2,General Fitness,Very Active,12.6
65,Female,179,62.5,70.8,General Fitness,Sedentary,35.4
38,Male,158,100.2,113.6,General Fitness,Moderate,53.5
58,Female,174,76.3,79.8,Muscle Gain,Active,42.6
49,Male,166,105.6,93.3,Weight Loss,Active,34.0
67,Male,194,74.1,53.9,Weight Loss,Active,65.1
65,Male,180,109.0,104.9,General Fitness,Active,18.4
40,Female,159,92.8,83.8,Weight Loss,Moderate,28.0
63,Female,176,87.5,76.7,Weight Loss,Active,32.0
27,Female,164,79.5,73.3,Weight Loss,Sedentary,15.9
53,Male,185,65.7,57.3,Weight Loss,Very Active,20.2
32,Female,147,49.7,55.8,General Fitness,Moderate,18.9
61,Male,166,78.8,51.9,Weight Loss,Moderate,103.8
30,Female,172,69.6,78.0,Muscle Gain,Sedentary,76.0
69,Male,164,100.3,90.3,General Fitness,Active,50.6
64,Female,167,54.8,41.5,Weight Loss,Sedentary,45.9
50,Male,158,94.3,107.0,General Fitness,Very Active,43.9
23,Male,170,109.9,121.9,Muscle Gain,Active,98.6
49,Female,166,85.3,92.2,General Fitness,Active,27.8
26,Female,177,52.1,37.7,General Fitness,Active,50.3
36,Male,156,63.8,50.9,General Fitness,Very Active,51.0
38,Male,195,69.9,49.4,Weight Loss,Active,55.6
23,Male,162,107.0,80.6,Weight Loss,Moderate,69.4
35,Male,176,86.2,69.1,Weight Loss,Sedentary,45.4
58,Female,151,60.6,65.6,General Fitness,Moderate,20.4
24,Female,176,98.0,87.3,General Fitness,Very Active,36.1
61,Female,163,80.4,85.9,Muscle Gain,Very Active,59.9
69,Male,187,119.0,97.0,Weight Loss,Active,60.4
27,Male,159,63.2,53.7,General Fitness,Moderate,32.0
18,Female,169,85.6,72.2,General Fitness,Sedentary,42.3
25,Female,158,84.5,95.4,Muscle Gain,Very Active,93.9
64,Male,185,81.3,92.2,General Fitness,Moderate,46.8
45,Male,184,75.9,52.7,Weight Loss,Active,54.8
45,Female,153,65.8,52.7,General Fitness,Active,54.3
47,Female,174,66.0,45.2,Weight Loss,Sedentary,72.8
40,Male,158,90.7,94.2,General Fitness,Sedentary,11.1
26,Male,159,84.7,88.7,General Fitness,Very Active,12.4
68,Male,156,76.2,72.8,General Fitness,Moderate,13.4
61,Female,172,89.0,68.3,Weight Loss,Sedentary,69.5
30,Male,190,90.8,86.5,General Fitness,Active,14.8
59,Female,160,88.4,75.4,General Fitness,Active,48.7
32,Female,171,51.7,62.8,General Fitness,Active,36.2
15,Male,166,92.1,102.6,Muscle Gain,Very Active,90.0
30,Male,193,85.5,68.3,Weight Loss,Active,39.6
28,Female,176,83.9,71.5,General Fitness,Sedentary,39.9
16,Male,161,63.8,51.0,Weight Loss,Moderate,33.1
26,Male,157,112.4,117.1,General Fitness,Moderate,15.1
37,Female,158,83.1,94.2,General Fitness,Very Active,39.7
55,Female,179,66.7,62.1,Weight Loss,Moderate,17.8
32,Male,174,70.4,56.9,Weight Loss,Sedentary,43.4
22,Male,184,59.3,46.6,General Fitness,Active,37.0
16,Male,164,96.8,100.1,General Fitness,Sedentary,10.9
27,Male,185,73.0,46.6,Weight Loss,Active,62.8
15,Male,191,82.0,66.3,Weight Loss,Moderate,36.1
20,Male,193,117.9,114.9,General Fitness,Very Active,10.2
22,Male,168,65.2,78.3,General Fitness,Moderate,47.9
43,Male,163,102.0,81.1,Weight Loss,Sedentary,60.9
28,Female,179,45.7,51.7,Muscle Gain,Active,60.9
24,Female,163,54.7,52.4,General Fitness,Sedentary,7.8
36,Female,145,76.7,71.1,General Fitness,Moderate,21.2
39,Male,163,56.1,43.6,General Fitness,Active,47.6
23,Male,192,87.3,83.8,Weight Loss,Active,6.8
22,Male,164,72.9,58.5,Weight Loss,Very Active,33.5
49,Female,168,66.3,54.6,General Fitness,Active,50.8
38,Male,194,65.5,72.4,Muscle Gain,Sedentary,68.5
70,Male,192,56.5,63.4,Muscle Gain,Very Active,75.5
17,Male,170,58.8,55.3,Weight Loss,Active,7.5
38,Female,173,77.5,89.4,General Fitness,Sedentary,47.7
68,Female,156,97.0,104.3,Muscle Gain,Very Active,87.5
44,Male,182,55.2,51.0,Weight Loss,Active,11.1
21,Female,173,66.9,55.2,General Fitness,Moderate,34.7
48,Female,147,74.9,57.9,Weight Loss,Very Active,44.2
24,Female,146,92.8,97.6,Muscle Gain,Sedentary,43.0
44,Female,150,55.8,57.4,General Fitness,Sedentary,6.3
44,Male,169,76.6,47.4,Weight Loss,Sedentary,89.8
46,Female,164,56.0,65.8,Muscle Gain,Active,103.8
16,Male,156,91.7,95.2,General Fitness,Moderate,11.5
53,Female,161,72.3,78.8,Muscle Gain,Very Active,70.4
57,Male,167,94.5,100.2,Muscle Gain,Moderate,57.2
40,Female,172,90.3,94.6,Muscle Gain,Very Active,50.3
68,Male,163,100.5,92.8,General Fitness,Moderate,38.3
18,Male,183,93.3,72.3,Weight Loss,Sedentary,57.5
16,Male,171,93.1,105.3,Muscle Gain,Sedentary,99.6
51,Male,155,75.5,65.2,General Fitness,Active,42.3
55,Female,159,80.6,87.0,Muscle Gain,Very Active,74.5
67,Female,171,66.0,74.8,General Fitness,Sedentary,38.5
21,Male,164,69.1,77.0,Muscle Gain,Very Active,65.7
66,Male,155,59.4,71.9,General Fitness,Very Active,51.7
16,Male,168,85.4,97.2,Muscle Gain,Moderate,99.8
41,Male,158,109.7,88.9,Weight Loss,Sedentary,60.8
21,Male,189,116.3,104.1,General Fitness,Active,41.5
24,Female,152,49.6,42.4,General Fitness,Very Active,26.6
67,Female,149,98.4,112.4,General Fitness,Sedentary,59.5
25,Female,152,69.8,83.1,General Fitness,Moderate,45.2
47,Male,178,83.4,82.2,General Fitness,Very Active,4.9
49,Male,157,82.2,70.6,Weight Loss,Active,31.6
39,Male,191,60.5,41.4,Weight Loss,Moderate,58.8
25,Male,187,112.9,123.3,General Fitness,Sedentary,36.7
50,Male,187,64.8,76.0,General Fitness,Very Active,46.5
32,Female,147,77.4,73.2,General Fitness,Sedentary,13.3
22,Female,167,68.5,52.2,Weight Loss,Very Active,37.4
33,Male,190,91.3,79.3,Weight Loss,Very Active,30.1
55,Female,147,93.7,65.7,Weight Loss,Active,76.6
39,Female,179,58.7,63.4,General Fitness,Very Active,18.4
21,Male,179,64.3,79.0,General Fitness,Active,51.5
32,Male,189,90.5,89.5,General Fitness,Very Active,4.2
49,Female,177,57.5,59.1,General Fitness,Very Active,6.0
42,Female,146,79.3,81.2,General Fitness,Sedentary,7.4
52,Male,170,78.3,54.9,Weight Loss,Sedentary,82.8
21,Male,169,68.9,46.5,Weight Loss,Very Active,46.8
30,Male,157,114.7,123.2,Muscle Gain,Moderate,90.5
64,Male,156,114.2,123.3,Muscle Gain,Active,97.7
24,Female,161,51.9,56.6,Muscle Gain,Very Active,45.1
70,Female,157,83.3,88.1,General Fitness,Sedentary,20.7
63,Female,175,94.3,66.2,Weight Loss,Very Active,91.7
59,Male,171,93.6,84.6,General Fitness,Moderate,44.2
68,Male,190,64.5,72.1,Muscle Gain,Very Active,87.9
59,Male,194,90.7,96.1,General Fitness,Very Active,22.2
35,Female,166,77.4,62.7,General Fitness,Sedentary,52.7
61,Male,193,99.2,94.6,Weight Loss,Moderate,16.3
59,Female,169,93.9,97.7,Muscle Gain,Moderate,37.5
20,Male,182,99.4,94.7,Weight Loss,Very Active,9.9
35,Female,160,67.6,45.4,Weight Loss,Very Active,49.8
35,Male,178,94.0,80.8,Weight Loss,Active,30.1
53,Male,191,74.6,67.9,Weight Loss,Sedentary,25.2
33,Female,169,99.9,78.5,Weight Loss,Sedentary,56.3
42,Female,176,67.6,73.2,General Fitness,Very Active,22.6
67,Female,164,62.3,35.9,Weight Loss,Sedentary,94.8
27,Female,177,89.3,92.8,Muscle Gain,Moderate,34.7
31,Male,180,111.9,87.8,Weight Loss,Active,57.1
29,Female,148,45.5,59.5,General Fitness,Active,51.9
26,Male,164,74.1,45.1,Weight Loss,Sedentary,78.3
59,Female,175,62.1,67.4,Muscle Gain,Very Active,58.8
39,Female,146,50.7,47.2,General Fitness,Sedentary,11.8
21,Male,185,93.3,108.0,General Fitness,Sedentary,58.6
27,Female,150,54.5,63.8,General Fitness,Moderate,34.6
43,Female,153,99.7,85.7,Weight Loss,Active,31.4
19,Female,154,85.2,57.4,Weight Loss,Very Active,52.1
29,Male,185,77.2,62.6,Weight Loss,Active,34.4
44,Female,180,64.3,51.8,General Fitness,Sedentary,50.1
31,Male,178,106.8,121.5,General Fitness,Active,50.3
31,Male,174,97.4,86.7,Weight Loss,Very Active,24.4
70,Female,157,91.5,95.8,Muscle Gain,Moderate,55.0
60,Male,183,73.6,56.1,Weight Loss,Moderate,62.0
43,Female,173,94.6,88.0,General Fitness,Sedentary,20.7
56,Male,165,86.8,88.2,General Fitness,Active,5.7
37,Male,155,97.6,93.0,Weight Loss,Very Active,10.3
30,Male,157,71.6,60.6,General Fitness,Very Active,38.7
35,Male,189,87.7,93.2,Muscle Gain,Moderate,67.5
60,Male,180,83.6,75.5,General Fitness,Sedentary,33.7
42,Female,148,90.4,97.0,Muscle Gain,Active,71.4
45,Female,158,69.8,57.8,General Fitness,Sedentary,48.0
30,Male,193,63.0,71.5,General Fitness,Active,30.9
52,Female,178,73.3,70.1,General Fitness,Very Active,15.1
52,Female,153,91.1,95.9,Muscle Gain,Very Active,48.7
31,Female,169,57.8,70.1,General Fitness,Moderate,44.6
23,Female,158,90.7,70.2,Weight Loss,Active,41.1
30,Female,151,53.3,47.3,Weight Loss,Moderate,17.9
67,Female,155,96.9,78.6,Weight Loss,Very Active,49.8
60,Male,191,91.2,87.2,General Fitness,Sedentary,16.5
15,Male,166,70.0,43.0,Weight Loss,Sedentary,66.7
44,Male,182,79.7,75.5,Weight Loss,Very Active,11.5
60,Male,179,62.9,71.6,General Fitness,Very Active,39.8
35,Male,170,96.7,94.5,General Fitness,Active,8.0
65,Female,180,80.3,86.6,Muscle Gain,Very Active,71.9
68,Female,151,46.9,53.3,Muscle Gain,Active,70.9
43,Female,149,63.2,49.6,General Fitness,Very Active,50.6
42,Female,162,50.1,53.3,Muscle Gain,Very Active,39.8
66,Male,183,90.2,94.9,Muscle Gain,Sedentary,50.9
17,Female,178,78.8,72.7,General Fitness,Very Active,18.2
53,Female,174,88.2,70.9,Weight Loss,Very Active,54.4
45,Female,178,99.7,109.9,General Fitness,Sedentary,34.4
38,Male,192,82.9,92.1,Muscle Gain,Sedentary,79.1
39,Male,156,100.1,95.8,General Fitness,Very Active,18.3
59,Male,177,84.5,55.5,Weight Loss,Very Active,83.7
34,Male,160,91.0,94.1,Muscle Gain,Sedentary,28.3
65,Female,174,64.9,48.1,Weight Loss,Sedentary,63.6
39,Male,193,67.0,71.3,Muscle Gain,Active,43.8
53,Male,192,81.2,86.5,Muscle Gain,Sedentary,61.0
24,Female,175,63.4,44.5,Weight Loss,Moderate,55.4
61,Female,168,59.7,53.1,Weight Loss,Active,17.2
38,Female,176,90.8,92.4,General Fitness,Active,5.9
23,Male,178,87.3,84.3,Weight Loss,Moderate,7.5
19,Male,195,81.0,95.0,General Fitness,Sedentary,45.3
44,Female,155,56.6,61.9,Muscle Gain,Sedentary,52.0
50,Female,165,93.8,66.9,Weight Loss,Moderate,85.9
20,Female,176,73.6,45.1,Weight Loss,Sedentary,69.2
60,Male,183,70.6,63.9,Weight Loss,Active,19.9
49,Female,168,45.3,40.5,Weight Loss,Very Active,13.5
20,Female,152,76.6,62.0,General Fitness,Sedentary,45.8
35,Female,156,68.5,45.3,Weight Loss,Sedentary,69.1
29,Male,183,58.5,49.5,General Fitness,Active,27.4
19,Male,182,93.6,72.2,Weight Loss,Very Active,43.7
59,Female,163,57.5,67.5,General Fitness,Active,51.3
70,Female,171,64.0,73.3,General Fitness,Moderate,38.4
68,Female,150,97.8,73.4,Weight Loss,Very Active,80.6
66,Male,174,107.7,112.1,Muscle Gain,Moderate,57.8
36,Male,157,65.0,41.1,Weight Loss,Active,58.5
19,Female,174,94.1,85.3,Weight Loss,Moderate,26.3
40,Female,162,98.8,105.9,General Fitness,Sedentary,27.3
60,Female,161,94.0,65.9,Weight Loss,Moderate,98.5
26,Male,175,107.0,113.4,General Fitness,Active,23.6
40,Female,168,69.7,64.0,General Fitness,Sedentary,23.1
28,Female,156,85.1,88.3,Muscle Gain,Moderate,28.5
64,Male,175,62.0,69.9,General Fitness,Active,30.9
29,Male,161,116.8,131.8,General Fitness,Sedentary,50.8
24,Female,166,89.3,67.3,Weight Loss,Sedentary,56.2
18,Female,156,54.3,55.6,General Fitness,Very Active,4.1
26,Male,183,113.6,125.6,General Fitness,Moderate,38.8
70,Male,181,104.4,82.5,Weight Loss,Moderate,81.6
22,Male,176,68.9,46.5,Weight Loss,Active,48.3
43,Male,195,112.9,121.7,Muscle Gain,Active,98.5
